combat_nbr,winner,rounds,damage_dealt_Aarakocra Ranger,damage_dealt_Aragorn,damage_dealt_Wyvern,damage_dealt_Orc,turns_survived_Aragorn,turns_survived_Aarakocra Ranger,turns_survived_Orc,turns_survived_Wyvern,actions_used_Aragorn_Disengage,actions_used_Aragorn_Attack,actions_used_Aragorn_Dodge,actions_used_Aragorn_Dash,actions_used_Aarakocra Ranger_Attack,actions_used_Aarakocra Ranger_Dodge,actions_used_Aarakocra Ranger_Dash,actions_used_Aarakocra Ranger_Disengage,actions_used_Orc_Attack,actions_used_Orc_Dash,actions_used_Wyvern_Attack,actions_used_Wyvern_Dash,actions_used_Wyvern_Disengage,actions_used_Wyvern_Dodge,initiative_order_Aragorn,initiative_order_Aarakocra Ranger,initiative_order_Orc,initiative_order_Wyvern,actions_used_Orc_Dodge,actions_used_Orc_Disengage,reactions_used_Wyvern_Opportunity Attack,reactions_used_Orc_Opportunity Attack,attack_count_Aragorn,attack_count_Aarakocra Ranger,attack_count_Orc,attack_count_Wyvern,crit_count_Aragorn,crit_count_Aarakocra Ranger,crit_count_Orc,crit_count_Wyvern,total_crits,turns_no_damage,hp_end_Aragorn,hp_end_Aarakocra Ranger,hp_end_Orc,hp_end_Wyvern,damage_this_round,survival_sequence_Aragorn,survival_sequence_Aarakocra Ranger,survival_sequence_Orc,survival_sequence_Wyvern
89.0,enemies,11,12.0,5.0,47.0,49.0,8.0,11.0,11.0,11.0,,6.0,1.0,1.0,8.0,1.0,,2.0,8.0,1.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,,1.0,,6.0,8.0,16.0,8.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,19.0,61.0,6.0,"[True, True, True, True, True, True, True, True, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
90.0,enemies,19,27.0,27.0,62.0,37.0,9.0,19.0,19.0,19.0,,8.0,,1.0,11.0,3.0,4.0,1.0,14.0,1.0,14.0,4.0,1.0,,0.0,1.0,2.0,3.0,2.0,2.0,1.0,,8.0,11.0,28.0,15.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,13.0,31.0,7.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
91.0,enemies,12,8.0,7.0,45.0,58.0,6.0,12.0,12.0,12.0,1.0,5.0,,,8.0,2.0,,2.0,8.0,2.0,9.0,,,3.0,0.0,1.0,2.0,3.0,2.0,,,,5.0,8.0,16.0,9.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,24.0,61.0,11.0,"[True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
92.0,enemies,9,10.0,6.0,43.0,54.0,6.0,9.0,9.0,9.0,1.0,5.0,,,6.0,,2.0,1.0,8.0,,8.0,,,1.0,0.0,1.0,2.0,3.0,1.0,,,,5.0,6.0,16.0,8.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,54.0,18.0,"[True, True, True, True, True, True, False, False, False]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]"
93.0,enemies,18,39.0,42.0,43.0,58.0,12.0,18.0,18.0,18.0,2.0,9.0,,1.0,17.0,1.0,,,12.0,2.0,13.0,,2.0,3.0,0.0,1.0,2.0,3.0,3.0,1.0,,1.0,9.0,17.0,26.0,13.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,17.0,9.0,"[True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
94.0,enemies,13,25.0,12.0,25.0,79.0,9.0,13.0,13.0,13.0,1.0,6.0,2.0,,7.0,1.0,1.0,4.0,11.0,,8.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,,,1.0,6.0,7.0,24.0,8.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,9.0,50.0,24.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]"
95.0,enemies,26,30.0,25.0,79.0,22.0,11.0,26.0,16.0,26.0,1.0,9.0,,1.0,18.0,2.0,2.0,4.0,10.0,4.0,21.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,9.0,18.0,20.0,22.0,0.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,0.0,42.0,12.0,"[True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
96.0,enemies,21,39.0,41.0,56.0,47.0,14.0,21.0,19.0,21.0,,11.0,2.0,1.0,18.0,,,3.0,16.0,2.0,15.0,1.0,1.0,4.0,0.0,1.0,2.0,3.0,1.0,,1.0,,11.0,18.0,32.0,16.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,20.0,6.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
97.0,enemies,14,5.0,10.0,73.0,32.0,9.0,14.0,14.0,14.0,,6.0,2.0,1.0,9.0,,2.0,3.0,12.0,1.0,12.0,1.0,1.0,,0.0,1.0,2.0,3.0,,1.0,1.0,,6.0,9.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,20.0,61.0,15.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
98.0,enemies,18,35.0,24.0,59.0,51.0,8.0,18.0,18.0,18.0,,8.0,,,12.0,4.0,1.0,1.0,11.0,3.0,14.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,3.0,,1.0,8.0,12.0,24.0,14.0,1.0,1.0,3.0,1.0,6.0,5.0,0.0,0.0,2.0,31.0,28.0,"[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
99.0,enemies,14,12.0,4.0,37.0,80.0,6.0,14.0,14.0,14.0,1.0,4.0,1.0,,9.0,3.0,2.0,,8.0,2.0,11.0,2.0,,1.0,0.0,1.0,2.0,3.0,1.0,3.0,,,4.0,9.0,16.0,11.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,18.0,66.0,23.0,"[True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
100.0,enemies,17,23.0,29.0,26.0,85.0,10.0,17.0,17.0,17.0,,8.0,1.0,1.0,10.0,2.0,1.0,4.0,15.0,,10.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,,2.0,,1.0,8.0,10.0,32.0,10.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,12.0,25.0,7.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
1.0,enemies,4,6.0,5.0,68.0,35.0,3.0,4.0,4.0,4.0,2.0,1.0,,,3.0,,1.0,,4.0,,4.0,,,,0.0,1.0,2.0,3.0,,,,,2.0,6.0,16.0,7.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,21.0,68.0,46.0,"[True, True, True, False]","[True, True, True, True]","[True, True, True, True]","[True, True, True, True]"
2.0,enemies,18,22.0,36.0,77.0,21.0,10.0,18.0,18.0,18.0,1.0,8.0,1.0,,11.0,2.0,3.0,2.0,9.0,4.0,14.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,4.0,1.0,4.0,1.0,13.0,23.0,36.0,30.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,33.0,7.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
3.0,enemies,6,13.0,7.0,43.0,53.0,6.0,6.0,6.0,6.0,1.0,2.0,3.0,,4.0,1.0,1.0,,6.0,,3.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,,,,,4.0,8.0,24.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,60.0,17.0,"[True, True, True, True, True, True]","[True, True, True, True, True, True]","[True, True, True, True, True, True]","[True, True, True, True, True, True]"
4.0,enemies,13,23.0,42.0,99.0,,10.0,13.0,13.0,13.0,,7.0,1.0,2.0,11.0,,1.0,1.0,1.0,4.0,7.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,4.0,4.0,1.0,,15.0,19.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,27.0,7.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True]"
5.0,enemies,5,4.0,2.0,52.0,45.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,,,,5.0,,5.0,,,,0.0,1.0,2.0,3.0,,,,,2.0,5.0,16.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,70.0,16.0,"[True, True, True, True, True]","[True, True, True, True, False]","[True, True, True, True, True]","[True, True, True, True, True]"
6.0,enemies,10,20.0,10.0,36.0,67.0,5.0,10.0,10.0,10.0,,4.0,1.0,,7.0,1.0,1.0,1.0,7.0,1.0,8.0,,1.0,1.0,0.0,1.0,2.0,3.0,2.0,,,,7.0,13.0,30.0,16.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,13.0,57.0,21.0,"[True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]"
7.0,party,32,78.0,30.0,35.0,35.0,8.0,32.0,10.0,32.0,1.0,3.0,1.0,3.0,23.0,4.0,1.0,4.0,6.0,,10.0,9.0,6.0,7.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,,10.0,47.0,26.0,19.0,1.0,2.0,0.0,0.0,3.0,9.0,0.0,23.0,0.0,0.0,8.0,"[True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
8.0,enemies,6,8.0,13.0,60.0,55.0,5.0,6.0,6.0,6.0,,4.0,,1.0,5.0,,1.0,,6.0,,5.0,1.0,,,0.0,1.0,2.0,3.0,,,,,8.0,10.0,18.0,10.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,19.0,60.0,43.0,"[True, True, True, True, True, False]","[True, True, True, True, True, True]","[True, True, True, True, True, True]","[True, True, True, True, True, True]"
9.0,enemies,6,9.0,13.0,33.0,71.0,4.0,6.0,6.0,6.0,1.0,2.0,,1.0,5.0,,1.0,,6.0,,5.0,,,1.0,0.0,1.0,2.0,3.0,,,,,5.0,8.0,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,60.0,17.0,"[True, True, True, True, False, False]","[True, True, True, True, True, True]","[True, True, True, True, True, True]","[True, True, True, True, True, True]"
10.0,enemies,10,24.0,7.0,82.0,23.0,10.0,8.0,10.0,10.0,5.0,1.0,2.0,2.0,7.0,1.0,,,1.0,3.0,7.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,5.0,1.0,1.0,,3.0,12.0,4.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,60.0,9.0,"[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, False, False]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]"
11.0,enemies,9,32.0,11.0,70.0,22.0,5.0,9.0,9.0,9.0,1.0,3.0,,1.0,7.0,1.0,1.0,,3.0,1.0,6.0,2.0,,1.0,0.0,1.0,2.0,3.0,,5.0,1.0,,4.0,14.0,14.0,14.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,8.0,49.0,11.0,"[True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]"
12.0,party,24,59.0,45.0,47.0,,24.0,24.0,24.0,21.0,2.0,8.0,9.0,5.0,23.0,1.0,,,,12.0,7.0,7.0,3.0,4.0,0.0,1.0,2.0,3.0,3.0,9.0,,,16.0,40.0,,16.0,1.0,2.0,,0.0,3.0,6.0,3.0,40.0,0.0,0.0,5.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False]"
13.0,party,42,72.0,33.0,40.0,9.0,42.0,42.0,42.0,39.0,9.0,8.0,14.0,11.0,29.0,4.0,5.0,4.0,1.0,12.0,9.0,12.0,8.0,10.0,0.0,1.0,2.0,3.0,14.0,15.0,,,15.0,60.0,4.0,20.0,0.0,4.0,0.0,1.0,5.0,16.0,1.0,40.0,0.0,0.0,7.0,"[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False]"
14.0,enemies,11,23.0,7.0,85.0,20.0,6.0,11.0,11.0,11.0,,4.0,2.0,,7.0,2.0,,2.0,3.0,2.0,9.0,1.0,,1.0,0.0,1.0,2.0,3.0,4.0,2.0,2.0,,9.0,11.0,14.0,21.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,6.0,64.0,11.0,"[True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
15.0,enemies,8,45.0,16.0,91.0,6.0,5.0,8.0,2.0,8.0,,3.0,1.0,1.0,8.0,,,,1.0,,8.0,,,,0.0,1.0,2.0,3.0,,1.0,,,6.0,15.0,4.0,12.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,39.0,35.0,"[True, True, True, True, True, False, False, False]","[True, True, True, True, True, True, True, True]","[True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True]"
16.0,enemies,9,28.0,8.0,66.0,31.0,5.0,9.0,9.0,9.0,,4.0,1.0,,6.0,2.0,1.0,,2.0,1.0,7.0,1.0,,1.0,0.0,1.0,2.0,3.0,3.0,3.0,,,9.0,13.0,16.0,13.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,7.0,57.0,5.0,"[True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]"
17.0,enemies,7,15.0,6.0,65.0,43.0,3.0,7.0,7.0,7.0,1.0,2.0,,,6.0,,1.0,,4.0,,6.0,,,1.0,0.0,1.0,2.0,3.0,3.0,,1.0,,4.0,11.0,20.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,66.0,20.0,"[True, True, True, False, False, False, False]","[True, True, True, True, True, True, True]","[True, True, True, True, True, True, True]","[True, True, True, True, True, True, True]"
18.0,enemies,6,14.0,4.0,48.0,56.0,6.0,5.0,6.0,6.0,2.0,1.0,,3.0,4.0,,,1.0,6.0,,5.0,,1.0,,0.0,1.0,2.0,3.0,,,,,2.0,7.0,22.0,9.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,15.0,67.0,18.0,"[True, True, True, True, True, True]","[True, True, True, True, True, False]","[True, True, True, True, True, True]","[True, True, True, True, True, True]"
19.0,enemies,8,14.0,3.0,51.0,53.0,4.0,8.0,8.0,8.0,,2.0,2.0,,6.0,2.0,,,6.0,,7.0,,1.0,,0.0,1.0,2.0,3.0,2.0,,2.0,,4.0,9.0,28.0,15.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,29.0,54.0,9.0,"[True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True]"
20.0,enemies,9,35.0,11.0,65.0,32.0,4.0,9.0,9.0,9.0,1.0,2.0,,1.0,8.0,,,1.0,5.0,1.0,6.0,,3.0,,0.0,1.0,2.0,3.0,,3.0,1.0,,4.0,13.0,16.0,15.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,49.0,13.0,"[True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]"
21.0,party,18,70.0,37.0,29.0,22.0,6.0,18.0,18.0,15.0,,5.0,1.0,,10.0,,5.0,3.0,3.0,4.0,4.0,1.0,7.0,3.0,0.0,1.0,2.0,3.0,5.0,6.0,,,10.0,24.0,14.0,7.0,0.0,3.0,0.0,1.0,4.0,5.0,0.0,40.0,0.0,0.0,8.0,"[True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, False]"
22.0,enemies,7,4.0,9.0,20.0,73.0,7.0,6.0,7.0,7.0,2.0,2.0,3.0,,4.0,1.0,1.0,,7.0,,3.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,,,,,4.0,8.0,22.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,21.0,66.0,4.0,"[True, True, True, True, True, True, True]","[True, True, True, True, True, True, False]","[True, True, True, True, True, True, True]","[True, True, True, True, True, True, True]"
23.0,enemies,7,16.0,9.0,44.0,50.0,7.0,7.0,7.0,7.0,2.0,2.0,3.0,,6.0,1.0,,,6.0,,7.0,,,,0.0,1.0,2.0,3.0,,1.0,,,4.0,9.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,61.0,28.0,"[True, True, True, True, True, True, True]","[True, True, True, True, True, True, True]","[True, True, True, True, True, True, True]","[True, True, True, True, True, True, True]"
24.0,enemies,15,31.0,4.0,61.0,42.0,5.0,15.0,15.0,15.0,1.0,2.0,1.0,1.0,11.0,1.0,,3.0,6.0,3.0,11.0,2.0,2.0,,0.0,1.0,2.0,3.0,3.0,3.0,1.0,,4.0,21.0,28.0,27.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,7.0,56.0,8.0,"[True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
25.0,enemies,12,29.0,13.0,83.0,19.0,7.0,12.0,12.0,12.0,1.0,3.0,3.0,,8.0,,1.0,3.0,1.0,5.0,10.0,1.0,,1.0,0.0,1.0,2.0,3.0,3.0,3.0,2.0,,5.0,16.0,4.0,22.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,54.0,9.0,"[True, True, True, True, True, True, True, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True]"
26.0,enemies,10,20.0,16.0,35.0,56.0,6.0,10.0,10.0,10.0,2.0,3.0,,1.0,7.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,,,7.0,15.0,22.0,14.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,59.0,7.0,"[True, True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True]"
27.0,enemies,17,43.0,9.0,84.0,20.0,10.0,17.0,17.0,17.0,4.0,4.0,2.0,,16.0,,1.0,,1.0,6.0,12.0,2.0,,3.0,0.0,1.0,2.0,3.0,5.0,5.0,,,6.0,30.0,4.0,27.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,9.0,39.0,14.0,"[True, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
28.0,enemies,11,24.0,8.0,68.0,35.0,4.0,11.0,11.0,11.0,,3.0,,1.0,6.0,2.0,3.0,,4.0,2.0,7.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0,3.0,,5.0,13.0,16.0,17.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,6.0,62.0,8.0,"[True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
29.0,enemies,16,28.0,8.0,87.0,8.0,6.0,16.0,16.0,16.0,2.0,2.0,,2.0,13.0,,2.0,1.0,1.0,3.0,11.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,4.0,8.0,1.0,,4.0,26.0,4.0,24.0,0.0,5.0,0.0,1.0,6.0,6.0,0.0,0.0,7.0,57.0,6.0,"[True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
30.0,enemies,9,17.0,2.0,55.0,39.0,5.0,9.0,9.0,9.0,1.0,2.0,1.0,1.0,8.0,,,1.0,5.0,,8.0,1.0,,,0.0,1.0,2.0,3.0,3.0,1.0,1.0,,5.0,11.0,22.0,16.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,17.0,64.0,7.0,"[True, True, True, True, True, False, False, False, False]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True]"
31.0,enemies,7,8.0,9.0,36.0,58.0,4.0,7.0,7.0,7.0,1.0,2.0,,1.0,5.0,1.0,,1.0,6.0,,4.0,2.0,1.0,,0.0,1.0,2.0,3.0,1.0,,,,6.0,10.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,63.0,12.0,"[True, True, True, True, False, False, False]","[True, True, True, True, True, True, True]","[True, True, True, True, True, True, True]","[True, True, True, True, True, True, True]"
32.0,enemies,11,29.0,5.0,94.0,14.0,5.0,11.0,11.0,11.0,2.0,1.0,2.0,,9.0,1.0,1.0,,2.0,2.0,9.0,1.0,,1.0,0.0,1.0,2.0,3.0,1.0,6.0,,,3.0,17.0,16.0,20.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,8.0,58.0,20.0,"[True, True, True, True, True, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True]"
33.0,enemies,15,29.0,8.0,68.0,30.0,6.0,15.0,15.0,15.0,1.0,2.0,2.0,1.0,9.0,1.0,2.0,3.0,4.0,3.0,12.0,2.0,,1.0,0.0,1.0,2.0,3.0,3.0,5.0,3.0,,5.0,18.0,20.0,26.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,8.0,55.0,8.0,"[True, True, True, True, True, True, False, False, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
34.0,enemies,16,33.0,29.0,104.0,,9.0,16.0,16.0,16.0,2.0,5.0,,2.0,10.0,1.0,3.0,2.0,,6.0,14.0,,1.0,1.0,0.0,1.0,2.0,3.0,5.0,5.0,4.0,,10.0,21.0,,29.0,2.0,2.0,,2.0,6.0,3.0,0.0,0.0,9.0,29.0,10.0,"[True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, False]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
